call.acousticIncidents,call.acousticIncidentDuration,call.nearTalkDuration,call.farTalkDuration,call.overTalkDuration,call.noTalkDuration,cdReports,cdPeriodicity,conversationAnalysisStats/nearTalkPercentage,call.farTalkPercentage,call.overTalkPercentage,call.noTalkPercentage,call.mutedDuration,call.muteOnEvents,call.volumeUpPress,call.volumeDownPress,call/id,call/startTime,call/endTime,call/duration,call/direction,call/source,call/pluginId,call/softphoneVersion,call/lineType,farTalk,nearTalk,overTalk,txLevelIn,txLevelOut,rxLevelIn,rxLevelOut,txNoiseOut,txNoiseIn,rxVolume,txVolume,rxNoiseOut,rxNoiseIn,periodicity
0,0,0,1399859,0,1503141,2903,2903000,0,48,0,52,92796,1,5,3,2.86597E+19,1.49818E+12,1.49818E+12,2909000,outgoing,Avaya,2100,16.0.7369.2130,VOIP,589,0,0,-64.66796875,-92.3359375,-30.40234375,-29.3984375,-93.3203125,-74.2421875,6,-0.4921875,-50.921875,-50.4921875,1000
0,0,0,1399859,0,1503141,2903,2903000,0,48,0,52,92796,1,5,3,2.86597E+19,1.49818E+12,1.49818E+12,2909000,outgoing,Avaya,2100,16.0.7369.2130,VOIP,0,0,0,-64.328125,-92.3359375,-22.953125,-22.8828125,-93.3203125,-72.6796875,6,-0.4921875,-44.8671875,-49.390625,1000
0,0,0,1399859,0,1503141,2903,2903000,0,48,0,52,92796,1,5,3,2.86597E+19,1.49818E+12,1.49818E+12,2909000,outgoing,Avaya,2100,16.0.7369.2130,VOIP,0,0,0,-63.09765625,-92.3359375,-24.52734375,-24.34375,-93.3203125,-75.75,6,-0.4921875,-51.53515625,-54.59375,1000
0,0,0,1399859,0,1503141,2903,2903000,0,48,0,52,92796,1,5,3,2.86597E+19,1.49818E+12,1.49818E+12,2909000,outgoing,Avaya,2100,16.0.7369.2130,VOIP,0,0,0,-62.8671875,-92.3359375,-32.265625,-29.125,-93.3203125,-76.42578125,6,-0.4921875,-43.015625,-46.78125,1000
0,0,0,1399859,0,1503141,2903,2903000,0,48,0,52,92796,1,5,3,2.86597E+19,1.49818E+12,1.49818E+12,2909000,outgoing,Avaya,2100,16.0.7369.2130,VOIP,0,0,0,-64.94921875,-92.3359375,-40.6171875,-42.046875,-93.3203125,-72.57421875,6,-0.4921875,-58.18359375,-60.02734375,1000
0,0,0,1399859,0,1503141,2903,2903000,0,48,0,52,92796,1,5,3,2.86597E+19,1.49818E+12,1.49818E+12,2909000,outgoing,Avaya,2100,16.0.7369.2130,VOIP,29,0,0,-64.4765625,-92.3359375,-35.10546875,-35.9140625,-93.3203125,-73.3828125,6,-0.4921875,-49.3359375,-51.05859375,1000
0,0,0,1399859,0,1503141,2903,2903000,0,48,0,52,92796,1,5,3,2.86597E+19,1.49818E+12,1.49818E+12,2909000,outgoing,Avaya,2100,16.0.7369.2130,VOIP,185,0,0,-55.7109375,-92.3359375,-25.828125,-28.2890625,-93.3203125,-72.3515625,6,-0.4921875,-57.53125,-57.07421875,1000
0,0,0,1399859,0,1503141,2903,2903000,0,48,0,52,92796,1,5,3,2.86597E+19,1.49818E+12,1.49818E+12,2909000,outgoing,Avaya,2100,16.0.7369.2130,VOIP,300,0,0,-62.46484375,-92.3359375,-31.93359375,-32.37890625,-93.3203125,-71.734375,6,-0.4921875,-53.328125,-56.09765625,1000
0,0,0,1399859,0,1503141,2903,2903000,0,48,0,52,92796,1,5,3,2.86597E+19,1.49818E+12,1.49818E+12,2909000,outgoing,Avaya,2100,16.0.7369.2130,VOIP,0,0,0,-62.390625,-92.3359375,-23.953125,-22.55078125,-93.3203125,-74.42578125,6,-0.4921875,-47.02734375,-48.140625,1000
0,0,0,1399859,0,1503141,2903,2903000,0,48,0,52,92796,1,5,3,2.86597E+19,1.49818E+12,1.49818E+12,2909000,outgoing,Avaya,2100,16.0.7369.2130,VOIP,0,0,0,-65.2421875,-92.3359375,-41.51171875,-43.8203125,-93.3203125,-74.60546875,6,-0.4921875,-58.77734375,-57.33984375,1000
0,0,0,1399859,0,1503141,2903,2903000,0,48,0,52,92796,1,5,3,2.86597E+19,1.49818E+12,1.49818E+12,2909000,outgoing,Avaya,2100,16.0.7369.2130,VOIP,0,0,0,-64.47265625,-92.3359375,-44.1796875,-49.9375,-93.3203125,-73.07421875,6,-0.4921875,-62.76171875,-62.80078125,1000
0,0,0,1399859,0,1503141,2903,2903000,0,48,0,52,92796,1,5,3,2.86597E+19,1.49818E+12,1.49818E+12,2909000,outgoing,Avaya,2100,16.0.7369.2130,VOIP,0,0,0,-58.21484375,-92.3359375,-46.4296875,-55.21484375,-93.3203125,-72.66796875,6,-0.4921875,-65.5078125,-61.29296875,1000
0,0,0,1399859,0,1503141,2903,2903000,0,48,0,52,92796,1,5,3,2.86597E+19,1.49818E+12,1.49818E+12,2909000,outgoing,Avaya,2100,16.0.7369.2130,VOIP,0,0,0,-64.8359375,-92.3359375,-46.9921875,-56.05859375,-93.3203125,-75.3046875,6,-0.4921875,-65.3515625,-64.39453125,1000
0,0,0,1399859,0,1503141,2903,2903000,0,48,0,52,92796,1,5,3,2.86597E+19,1.49818E+12,1.49818E+12,2909000,outgoing,Avaya,2100,16.0.7369.2130,VOIP,0,0,0,-64.62890625,-92.3359375,-45.18359375,-55.109375,-93.3203125,-73.8515625,6,-0.4921875,-65.97265625,-64.35546875,1000
0,0,0,1399859,0,1503141,2903,2903000,0,48,0,52,92796,1,5,3,2.86597E+19,1.49818E+12,1.49818E+12,2909000,outgoing,Avaya,2100,16.0.7369.2130,VOIP,101,0,0,-61.8671875,-92.3359375,-24.5234375,-24.94140625,-93.3203125,-72.54296875,6,-0.4921875,-55.96484375,-53.84765625,1000
0,0,0,1399859,0,1503141,2903,2903000,0,48,0,52,92796,1,5,3,2.86597E+19,1.49818E+12,1.49818E+12,2909000,outgoing,Avaya,2100,16.0.7369.2130,VOIP,30,0,0,-64.94921875,-92.3359375,-35.65234375,-34.0390625,-93.3203125,-74.57421875,6,-0.4921875,-50.88671875,-52.7265625,1000
0,0,0,1399859,0,1503141,2903,2903000,0,48,0,52,92796,1,5,3,2.86597E+19,1.49818E+12,1.49818E+12,2909000,outgoing,Avaya,2100,16.0.7369.2130,VOIP,0,0,0,-64.60546875,-92.3359375,-42.8515625,-45.125,-93.3203125,-72.53515625,6,-0.4921875,-62.83203125,-59.67578125,1000
0,0,0,1399859,0,1503141,2903,2903000,0,48,0,52,92796,1,5,3,2.86597E+19,1.49818E+12,1.49818E+12,2909000,outgoing,Avaya,2100,16.0.7369.2130,VOIP,0,0,0,-65.35546875,-92.3359375,-45.0390625,-49.1484375,-93.3203125,-73.76953125,6,-0.4921875,-64.61328125,-64.7265625,1000
0,0,0,1399859,0,1503141,2903,2903000,0,48,0,52,92796,1,5,3,2.86597E+19,1.49818E+12,1.49818E+12,2909000,outgoing,Avaya,2100,16.0.7369.2130,VOIP,0,0,0,-64.625,-92.3359375,-40.4296875,-43.64453125,-93.3203125,-71.43359375,6,-0.4921875,-53.3828125,-56.69921875,1000
0,0,0,1399859,0,1503141,2903,2903000,0,48,0,52,92796,1,5,3,2.86597E+19,1.49818E+12,1.49818E+12,2909000,outgoing,Avaya,2100,16.0.7369.2130,VOIP,0,0,0,-65.15625,-92.3359375,-43.7265625,-49.17578125,-93.3203125,-71.85546875,6,-0.4921875,-61.015625,-61.6171875,1000
0,0,0,1399859,0,1503141,2903,2903000,0,48,0,52,92796,1,5,3,2.86597E+19,1.49818E+12,1.49818E+12,2909000,outgoing,Avaya,2100,16.0.7369.2130,VOIP,0,0,0,-64.06640625,-92.3359375,-47.22265625,-56.796875,-93.3203125,-73.4765625,6,-0.4921875,-66.875,-65.33203125,1000
0,0,0,1399859,0,1503141,2903,2903000,0,48,0,52,92796,1,5,3,2.86597E+19,1.49818E+12,1.49818E+12,2909000,outgoing,Avaya,2100,16.0.7369.2130,VOIP,0,0,0,-61.46875,-92.3359375,-43.390625,-50.33984375,-93.3203125,-69.9765625,6,-0.4921875,-60.64453125,-61.296875,1000
0,0,0,1399859,0,1503141,2903,2903000,0,48,0,52,92796,1,5,3,2.86597E+19,1.49818E+12,1.49818E+12,2909000,outgoing,Avaya,2100,16.0.7369.2130,VOIP,0,0,0,-63.4375,-92.3359375,-44.57421875,-51.51953125,-93.3203125,-74.19921875,6,-0.4921875,-61.84765625,-59.18359375,1000
0,0,0,1399859,0,1503141,2903,2903000,0,48,0,52,92796,1,5,3,2.86597E+19,1.49818E+12,1.49818E+12,2909000,outgoing,Avaya,2100,16.0.7369.2130,VOIP,0,0,0,-65.23046875,-92.3359375,-45.1796875,-56.76953125,-93.3203125,-73.8671875,6,-0.4921875,-65.73046875,-62.42578125,1000
0,0,0,1399859,0,1503141,2903,2903000,0,48,0,52,92796,1,5,3,2.86597E+19,1.49818E+12,1.49818E+12,2909000,outgoing,Avaya,2100,16.0.7369.2130,VOIP,0,0,0,-63.39453125,-92.3359375,-39.46484375,-39.94140625,-93.3203125,-73.26953125,6,-0.4921875,-52.55078125,-53.75,1000
0,0,0,1399859,0,1503141,2903,2903000,0,48,0,52,92796,1,5,3,2.86597E+19,1.49818E+12,1.49818E+12,2909000,outgoing,Avaya,2100,16.0.7369.2130,VOIP,0,0,0,-64.6328125,-92.3359375,-38.7578125,-36.859375,-93.3203125,-74.37109375,6,-0.4921875,-49.234375,-51.609375,1000
0,0,0,1399859,0,1503141,2903,2903000,0,48,0,52,92796,1,5,3,2.86597E+19,1.49818E+12,1.49818E+12,2909000,outgoing,Avaya,2100,16.0.7369.2130,VOIP,0,0,0,-64.31640625,-92.3359375,-44.5390625,-50.84765625,-93.3203125,-73.3203125,6,-0.4921875,-64.8515625,-64.21875,1000
0,0,0,1399859,0,1503141,2903,2903000,0,48,0,52,92796,1,5,3,2.86597E+19,1.49818E+12,1.49818E+12,2909000,outgoing,Avaya,2100,16.0.7369.2130,VOIP,697,0,0,-51,-92.3359375,-5.46875,-6.234375,-93.3203125,-67.54296875,6,-0.4921875,-46.63671875,-44.6875,1000
0,0,0,1399859,0,1503141,2903,2903000,0,48,0,52,92796,1,5,3,2.86597E+19,1.49818E+12,1.49818E+12,2909000,outgoing,Avaya,2100,16.0.7369.2130,VOIP,494,0,0,-56.7109375,-92.3359375,-8.66015625,-14.5625,-93.3203125,-67.828125,6,-0.4921875,-48.4296875,-51.1328125,1000
0,0,0,1399859,0,1503141,2903,2903000,0,48,0,52,92796,1,5,3,2.86597E+19,1.49818E+12,1.49818E+12,2909000,outgoing,Avaya,2100,16.0.7369.2130,VOIP,518,0,0,-61.96484375,-92.3359375,-24.77734375,-24.21875,-93.3203125,-69.6875,6,-0.4921875,-43.58984375,-45.53515625,1000
0,0,0,1399859,0,1503141,2903,2903000,0,48,0,52,92796,1,5,3,2.86597E+19,1.49818E+12,1.49818E+12,2909000,outgoing,Avaya,2100,16.0.7369.2130,VOIP,0,0,0,-62.55859375,-92.3359375,-39.1875,-42.67578125,-93.3203125,-73.30078125,6,-0.4921875,-65.28515625,-61.5859375,1000
0,0,0,1399859,0,1503141,2903,2903000,0,48,0,52,92796,1,5,3,2.86597E+19,1.49818E+12,1.49818E+12,2909000,outgoing,Avaya,2100,16.0.7369.2130,VOIP,0,0,0,-64.5078125,-92.3359375,-46.0703125,-56.19140625,-93.3203125,-71.98046875,6,-0.4921875,-64.97265625,-61.44921875,1000
0,0,0,1399859,0,1503141,2903,2903000,0,48,0,52,92796,1,5,3,2.86597E+19,1.49818E+12,1.49818E+12,2909000,outgoing,Avaya,2100,16.0.7369.2130,VOIP,0,0,0,-63.8125,-92.3359375,-39.6875,-42.8671875,-93.3203125,-70.8203125,6,-0.4921875,-54.8828125,-52.94921875,1000
0,0,0,1399859,0,1503141,2903,2903000,0,48,0,52,92796,1,5,3,2.86597E+19,1.49818E+12,1.49818E+12,2909000,outgoing,Avaya,2100,16.0.7369.2130,VOIP,0,0,0,-64.75,-92.3359375,-41.29296875,-45.76171875,-93.3203125,-73.87890625,6,-0.4921875,-56.2734375,-54.29296875,1000
0,0,0,1399859,0,1503141,2903,2903000,0,48,0,52,92796,1,5,3,2.86597E+19,1.49818E+12,1.49818E+12,2909000,outgoing,Avaya,2100,16.0.7369.2130,VOIP,0,0,0,-65.40234375,-92.3359375,-42.984375,-48.01953125,-93.3203125,-77.98046875,6,-0.4921875,-57.01953125,-57.55859375,1000
0,0,0,1399859,0,1503141,2903,2903000,0,48,0,52,92796,1,5,3,2.86597E+19,1.49818E+12,1.49818E+12,2909000,outgoing,Avaya,2100,16.0.7369.2130,VOIP,0,0,0,-63.5625,-92.3359375,-45.47265625,-55.65234375,-93.3203125,-72.359375,6,-0.4921875,-66.47265625,-64.12109375,1000
0,0,0,1399859,0,1503141,2903,2903000,0,48,0,52,92796,1,5,3,2.86597E+19,1.49818E+12,1.49818E+12,2909000,outgoing,Avaya,2100,16.0.7369.2130,VOIP,0,0,0,-65.265625,-92.3359375,-44.4453125,-54.8515625,-93.3203125,-75.32421875,6,-0.4921875,-66.375,-64.265625,1000
0,0,0,1399859,0,1503141,2903,2903000,0,48,0,52,92796,1,5,3,2.86597E+19,1.49818E+12,1.49818E+12,2909000,outgoing,Avaya,2100,16.0.7369.2130,VOIP,0,0,0,-65.2421875,-92.3359375,-38.61328125,-39.4140625,-93.3203125,-75.92578125,6,-0.4921875,-60.94921875,-58.70703125,1000
0,0,0,1399859,0,1503141,2903,2903000,0,48,0,52,92796,1,5,3,2.86597E+19,1.49818E+12,1.49818E+12,2909000,outgoing,Avaya,2100,16.0.7369.2130,VOIP,0,0,0,-65.140625,-92.3359375,-43.35546875,-47.85546875,-93.3203125,-74.33203125,6,-0.4921875,-61.3046875,-61.95703125,1000
0,0,0,1399859,0,1503141,2903,2903000,0,48,0,52,92796,1,5,3,2.86597E+19,1.49818E+12,1.49818E+12,2909000,outgoing,Avaya,2100,16.0.7369.2130,VOIP,155,0,0,-63.140625,-92.3359375,-33.68359375,-34.953125,-93.3203125,-73.91015625,6,-0.4921875,-58.7109375,-60.55859375,1000
0,0,0,1399859,0,1503141,2903,2903000,0,48,0,52,92796,1,5,3,2.86597E+19,1.49818E+12,1.49818E+12,2909000,outgoing,Avaya,2100,16.0.7369.2130,VOIP,0,0,0,-64.921875,-92.3359375,-42.9921875,-48.4296875,-93.3203125,-73.44921875,6,-0.4921875,-63.24609375,-59.15234375,1000
0,0,0,1399859,0,1503141,2903,2903000,0,48,0,52,92796,1,5,3,2.86597E+19,1.49818E+12,1.49818E+12,2909000,outgoing,Avaya,2100,16.0.7369.2130,VOIP,0,0,0,-65.28125,-92.3359375,-45.13671875,-55.4609375,-93.3203125,-73.046875,6,-0.4921875,-67.02734375,-62.90234375,1000
0,0,0,1399859,0,1503141,2903,2903000,0,48,0,52,92796,1,5,3,2.86597E+19,1.49818E+12,1.49818E+12,2909000,outgoing,Avaya,2100,16.0.7369.2130,VOIP,0,0,0,-65.30078125,-92.3359375,-44.00390625,-51.07421875,-93.3203125,-72.80078125,6,-0.4921875,-60.03515625,-60.1796875,1000
0,0,0,1399859,0,1503141,2903,2903000,0,48,0,52,92796,1,5,3,2.86597E+19,1.49818E+12,1.49818E+12,2909000,outgoing,Avaya,2100,16.0.7369.2130,VOIP,0,0,0,-61.5234375,-92.3359375,-24.23828125,-23.84765625,-93.3203125,-70.91015625,6,-0.4921875,-54.27734375,-49.4765625,1000
0,0,0,1399859,0,1503141,2903,2903000,0,48,0,52,92796,1,5,3,2.86597E+19,1.49818E+12,1.49818E+12,2909000,outgoing,Avaya,2100,16.0.7369.2130,VOIP,0,0,0,-64.56640625,-92.3359375,-36.43359375,-36.6171875,-93.3203125,-74.58984375,6,-0.4921875,-51.44140625,-50.95703125,1000
0,0,0,1399859,0,1503141,2903,2903000,0,48,0,52,92796,1,5,3,2.86597E+19,1.49818E+12,1.49818E+12,2909000,outgoing,Avaya,2100,16.0.7369.2130,VOIP,0,0,0,-65.4609375,-92.3359375,-38.75,-40.91796875,-93.3203125,-75.98828125,6,-0.4921875,-62.671875,-61.51171875,1000
0,0,0,1399859,0,1503141,2903,2903000,0,48,0,52,92796,1,5,3,2.86597E+19,1.49818E+12,1.49818E+12,2909000,outgoing,Avaya,2100,16.0.7369.2130,VOIP,0,0,0,-60.91796875,-92.3359375,-41.43359375,-44.90234375,-93.3203125,-72.078125,6,-0.4921875,-52.9765625,-54.25390625,1000
0,0,0,1399859,0,1503141,2903,2903000,0,48,0,52,92796,1,5,3,2.86597E+19,1.49818E+12,1.49818E+12,2909000,outgoing,Avaya,2100,16.0.7369.2130,VOIP,0,0,0,-63.875,-92.3359375,-39.51953125,-41.05859375,-93.3203125,-75.37109375,6,-0.4921875,-53.5078125,-51.703125,1000
0,0,0,1399859,0,1503141,2903,2903000,0,48,0,52,92796,1,5,3,2.86597E+19,1.49818E+12,1.49818E+12,2909000,outgoing,Avaya,2100,16.0.7369.2130,VOIP,0,0,0,-47.14453125,-92.3359375,-23.1171875,-20.47265625,-93.3203125,-62.40625,6,-0.4921875,-44.4609375,-42.5859375,1000
0,0,0,1399859,0,1503141,2903,2903000,0,48,0,52,92796,1,5,3,2.86597E+19,1.49818E+12,1.49818E+12,2909000,outgoing,Avaya,2100,16.0.7369.2130,VOIP,0,0,0,-40.04296875,-92.3359375,-40.73046875,-41.32421875,-93.3203125,-66.51953125,6,-0.4921875,-56.8125,-53.9609375,1000
0,0,0,1399859,0,1503141,2903,2903000,0,48,0,52,92796,1,5,3,2.86597E+19,1.49818E+12,1.49818E+12,2909000,outgoing,Avaya,2100,16.0.7369.2130,VOIP,0,0,0,-45.6171875,-92.3359375,-38.44140625,-40.9375,-93.3203125,-68.83203125,6,-0.4921875,-51.6953125,-50.38671875,1000
0,0,0,1399859,0,1503141,2903,2903000,0,48,0,52,92796,1,5,3,2.86597E+19,1.49818E+12,1.49818E+12,2909000,outgoing,Avaya,2100,16.0.7369.2130,VOIP,0,0,0,-60.34375,-92.3359375,-41.32421875,-46.84765625,-93.3203125,-73.42578125,6,-0.4921875,-63.8671875,-57.13671875,1000
